student_id,week_number,video_watch_time_minutes,quiz_attempts,quiz_score,assignment_submission_count,assignment_late_count,coding_assignment_submissions,coding_success_rate,discussion_forum_posts,total_time_spent_minutes,engagement_category
24,8,52.7,2,56.4,3,1,2,0.68,1,209.6,moderate_engagement
24,9,64.8,1,49.5,1,1,2,0.68,3,118.7,moderate_engagement
24,10,73.3,3,65.6,3,0,1,0.64,4,237.7,moderate_engagement
24,11,38.0,3,55.1,1,0,2,0.53,3,300.4,moderate_engagement
24,12,56.1,2,64.5,1,0,2,0.6,3,191.5,moderate_engagement
25,1,56.6,2,72.6,3,0,2,0.54,2,223.2,moderate_engagement
25,2,76.5,3,60.6,3,1,1,0.75,0,135.1,moderate_engagement
25,3,76.6,2,72.4,2,0,1,0.41,0,179.2,moderate_engagement
25,4,70.8,3,72.0,1,2,2,0.58,1,162.1,moderate_engagement
25,5,43.8,3,67.3,2,1,2,0.43,2,166.7,moderate_engagement
25,6,53.2,3,69.8,1,1,1,0.61,2,196.6,moderate_engagement
25,7,86.5,3,64.0,3,0,2,0.65,4,181.0,moderate_engagement
25,8,78.2,3,71.3,2,1,1,0.67,3,200.9,moderate_engagement
25,9,82.4,2,62.5,3,1,2,0.54,2,203.4,moderate_engagement
25,10,53.1,1,55.2,3,2,1,0.56,2,147.6,moderate_engagement
25,11,69.9,1,72.4,1,0,1,0.77,2,150.0,moderate_engagement
25,12,68.3,2,56.9,2,1,1,0.65,2,101.0,moderate_engagement
26,1,92.5,1,61.7,2,2,2,0.6,2,132.3,moderate_engagement
26,2,53.9,1,74.0,1,0,2,0.42,2,279.2,moderate_engagement
26,3,33.5,3,55.9,3,0,1,0.58,3,226.1,moderate_engagement
26,4,41.6,1,67.6,3,1,2,0.29,2,189.9,moderate_engagement
26,5,60.4,2,76.5,1,1,2,0.61,0,245.5,moderate_engagement
26,6,34.4,3,68.8,1,0,2,0.8,4,301.7,moderate_engagement
26,7,83.8,1,34.3,1,2,1,0.72,3,171.9,moderate_engagement
26,8,94.3,1,74.8,1,0,2,0.5,0,133.8,moderate_engagement
26,9,85.7,2,62.0,3,0,2,0.78,0,94.0,moderate_engagement
26,10,44.2,2,43.4,2,0,2,0.65,2,250.1,moderate_engagement
26,11,63.5,1,92.6,3,1,1,0.77,0,195.6,moderate_engagement
26,12,45.9,3,62.8,3,0,1,0.55,1,227.1,moderate_engagement
27,1,59.3,1,71.5,2,0,2,0.69,4,237.1,moderate_engagement
27,2,69.9,3,73.0,2,0,2,0.7,0,169.0,moderate_engagement
27,3,68.8,3,70.5,1,1,1,0.87,4,276.4,moderate_engagement
27,4,106.4,2,65.5,1,2,2,0.34,2,234.9,moderate_engagement
27,5,73.7,3,67.8,3,0,2,0.73,2,210.9,moderate_engagement
27,6,43.1,1,73.2,1,0,1,0.48,0,112.4,moderate_engagement
27,7,67.8,2,73.4,1,0,1,0.52,0,168.3,moderate_engagement
27,8,47.7,2,79.8,2,0,2,0.53,2,197.0,moderate_engagement
27,9,79.5,1,81.0,2,2,1,0.44,1,183.9,moderate_engagement
27,10,65.4,1,53.9,2,1,1,0.61,2,107.8,moderate_engagement
27,11,77.8,3,94.4,2,0,2,0.5,2,201.8,moderate_engagement
27,12,59.1,3,61.7,3,1,2,0.76,2,227.8,moderate_engagement
28,1,93.8,2,77.2,1,1,1,0.72,0,193.6,moderate_engagement
28,2,67.3,1,52.9,3,0,1,0.57,3,193.8,moderate_engagement
28,3,90.9,1,79.0,1,0,1,0.56,0,98.8,moderate_engagement
28,4,84.4,2,54.3,2,1,2,0.6,2,171.3,moderate_engagement
28,5,77.0,1,68.6,3,1,2,0.84,1,207.0,moderate_engagement
28,6,59.9,1,68.2,1,2,2,0.48,1,86.1,moderate_engagement
28,7,101.9,2,84.6,3,1,2,0.58,4,59.6,moderate_engagement
28,8,60.5,2,80.9,1,0,1,0.51,1,181.9,moderate_engagement
28,9,42.5,3,60.9,1,0,2,0.7,0,166.5,moderate_engagement
28,10,90.0,3,62.2,2,0,2,0.46,3,185.7,moderate_engagement
28,11,70.1,3,32.6,2,0,2,0.4,2,261.3,moderate_engagement
28,12,85.9,3,64.8,1,1,2,0.6,4,172.3,moderate_engagement
29,1,80.9,3,52.5,3,1,2,0.76,0,168.0,moderate_engagement
29,2,48.3,2,55.1,3,0,1,0.73,0,156.7,moderate_engagement
29,3,60.1,3,71.8,1,0,2,0.43,0,141.0,moderate_engagement
29,4,82.8,2,61.6,3,1,1,0.64,1,164.3,moderate_engagement
29,5,63.5,3,74.6,2,0,2,0.56,4,88.2,moderate_engagement
29,6,54.7,3,82.7,1,0,2,0.61,3,236.0,moderate_engagement
29,7,45.1,1,65.7,2,0,1,0.67,1,197.4,moderate_engagement
29,8,54.4,2,61.5,1,0,1,0.43,3,151.8,moderate_engagement
29,9,75.2,1,65.5,3,1,1,0.82,1,199.5,moderate_engagement
29,10,70.0,3,49.4,1,2,2,0.59,4,276.6,moderate_engagement
29,11,52.1,2,60.1,1,0,1,0.69,1,235.4,moderate_engagement
29,12,16.3,1,68.1,2,1,1,0.49,4,265.5,moderate_engagement
30,1,42.6,1,55.0,1,0,1,0.51,0,80.5,low_engagement
30,2,29.3,0,45.1,1,1,0,0.51,0,138.0,low_engagement
30,3,15.4,1,39.0,0,3,0,0.22,1,43.2,low_engagement
30,4,21.7,0,54.1,1,3,1,0.4,1,60.9,low_engagement
30,5,39.4,0,32.6,1,3,0,0.34,0,45.7,low_engagement
30,6,9.9,0,17.9,0,1,0,0.28,0,56.8,low_engagement
30,7,32.8,0,22.9,0,0,1,0.37,0,45.5,low_engagement
30,8,41.8,0,46.2,1,3,1,0.45,0,37.0,low_engagement
30,9,19.7,1,32.8,1,2,0,0.45,0,23.3,low_engagement
30,10,34.4,0,44.7,0,2,1,0.24,0,17.5,low_engagement
30,11,14.8,0,30.2,0,1,0,0.49,1,81.5,low_engagement
30,12,27.7,1,32.8,0,3,1,0.34,1,73.6,low_engagement
31,1,103.6,4,92.1,5,0,2,0.95,7,304.6,high_engagement
31,2,104.8,6,90.6,5,0,4,0.9,9,321.1,high_engagement
31,3,131.1,3,91.5,3,0,3,0.88,8,237.4,high_engagement
31,4,101.5,6,94.3,4,0,4,0.88,5,312.6,high_engagement
31,5,128.9,4,92.2,5,1,4,1.0,7,252.9,high_engagement
31,6,122.6,5,84.5,5,0,3,0.71,7,325.6,high_engagement
31,7,129.3,6,95.6,5,0,4,0.71,5,238.9,high_engagement
31,8,122.2,5,85.2,5,0,3,0.87,5,257.1,high_engagement
